Order_Id,Quantity,Item_Name,Item_Price,Choice_Description_1,Choice_Description_2,Choice_Description_3,Choice_Description_4,Choice_Description_5,Choice_Description_6,Choice_Description_7,Choice_Description_8,Choice_Description_9,Choice_Description_10,Item_price,Encoded_Item
1584,1,Steak Crispy Tacos,10.21,Fresh Tomato Salsa, Sour Cream, Lettuce, Rice, Cheese,,,,,,10.21,40
1584,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1585,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1585,1,Steak Burrito,10.46,Fresh Tomato Salsa Mild, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Fajita Veggies, Cheese, Lettuce,,,,10.46,39
1585,1,Veggie Burrito,9.84,Fresh Tomato Salsa Mild, Roasted Chili Corn Salsa Medium, Black Beans, Rice, Fajita Veggies, Cheese, Lettuce,,,,9.84,45
1586,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream,,,,,,10.1,18
1586,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Cheese, Sour Cream,,,,,,,10.1,18
1586,1,Chicken Burrito,10.1,Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Pinto Beans, Guacamole, Lettuce,,,,,10.1,18
1586,1,Steak Burrito,10.46,Tomatillo Red Chili Salsa, Rice, Pinto Beans, Cheese, Sour Cream,,,,,,10.46,39
1586,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Pinto Beans, Lettuce,,,,,,,10.1,18
1586,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1587,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa, Rice, Black Beans, Guacamole,,,,,,,10.1,18
1587,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
1588,1,Steak Burrito,10.46,Fresh Tomato Salsa, Rice, Cheese,,,,,,,,10.46,39
1588,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.1,18
1588,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1588,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1589,1,Chicken Burrito,10.1,TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese, Sour Cream, Guacamole,,,,,10.1,18
1590,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Fajita Vegetables, Lettuce, Cheese, Sour Cream,,,,10.13,17
1590,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce,,,,,,10.1,18
1591,2,Steak Burrito,20.92,Fresh Tomato Salsa, Lettuce, Sour Cream, Cheese, Fajita Vegetables, Pinto Beans, Rice,,,,20.92,39
1592,1,Steak Bowl,10.73,Fresh Tomato Salsa, Rice, Black Beans, Sour Cream, Lettuce,,,,,,10.73,38
1592,1,Steak Burrito,10.46,Tomatillo Red Chili Salsa, Rice, Black Beans, Sour Cream, Lettuce,,,,,,10.46,39
1592,4,Canned Soft Drink,5.89,Coke,,,,,,,,,,5.89,10
1592,1,Chicken Salad Bowl,11.17,Fresh Tomato Salsa, Rice, Pinto Beans, Lettuce,,,,,,,11.17,21
1592,1,Chips and Tomatillo Green Chili Salsa,3.09,None,,,,,,,,,,3.09,29
1593,2,Chicken Bowl,20.27,Roasted Chili Corn Salsa Medium, Fresh Tomato Salsa Mild, Rice, Fajita Veggies,,,,,,,20.27,17
1594,1,Chicken Bowl,10.13,Tomatillo Green Chili Salsa, Rice, Black Beans, Guacamole, Lettuce,,,,,,10.13,17
1594,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1595,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream,,,,,,10.13,17
1595,1,Chips,2.35,None,,,,,,,,,,2.35,23
1595,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1596,1,Chicken Salad,9.01,Fresh Tomato Salsa Mild, Pinto Beans, Black Beans, Rice, Fajita Veggies, Lettuce,,,,,9.01,20
1596,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1597,1,Steak Bowl,10.73,Fresh Tomato Salsa, Rice, Cheese,,,,,,,,10.73,38
1597,1,Chips,2.35,None,,,,,,,,,,2.35,23
1597,1,Canned Soft Drink,1.47,Nestea,,,,,,,,,,1.47,10
1598,1,Chicken Burrito,10.1,Tomatillo Green Chili Medium, Lettuce, Black Beans, Rice, Sour Cream, Cheese,,,,,10.1,18
1598,1,Steak Burrito,10.46,Tomatillo Red Chili Hot, Lettuce, Black Beans, Rice, Sour Cream, Cheese,,,,,10.46,39
1598,1,Chicken Salad,9.01,Roasted Chili Corn Medium, Lettuce, Black Beans, Cheese,,,,,,,9.01,20
1598,1,Chicken Burrito,10.1,Roasted Chili Corn Medium, Lettuce, Black Beans, Rice, Sour Cream, Cheese,,,,,10.1,18
1599,1,Chicken Burrito,10.1,Tomatillo Green Chili Salsa, Rice, Pinto Beans, Cheese, Lettuce,,,,,,10.1,18
1599,1,Chips and Tomatillo Green Chili Salsa,3.09,None,,,,,,,,,,3.09,29
1599,1,Canned Soft Drink,1.47,Nestea,,,,,,,,,,1.47,10
1600,1,Steak Crispy Tacos,10.21,Fresh Tomato Salsa, Cheese, Lettuce,,,,,,,,10.21,40
1600,1,Chips and Tomatillo Green Chili Salsa,3.09,None,,,,,,,,,,3.09,29
1601,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce,,,,10.13,17
1601,1,Chicken Salad Bowl,11.17,Tomatillo Green Chili Salsa, Fajita Vegetables, Black Beans, Cheese, Lettuce,,,,,,11.17,21
1601,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce,,10.13,17
1601,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,10.13,17
1602,1,Steak Burrito,10.46,Roasted Chili Corn Salsa Medium, Rice, Black Beans, Pinto Beans, Fajita Veggies, Lettuce,,,,,10.46,39
1602,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1603,1,Barbacoa Burrito,9.85,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream,,,,,,9.85,2
1603,1,Steak Burrito,10.46,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream,,,,,,10.46,39
1603,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1604,1,Chicken Bowl,10.13,Fresh Tomato Salsa Mild, TomatilloGreen Chili Salsa Medium, Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream,,10.13,17
1604,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1604,1,Chips and TomatilloGreen Chili Salsa,2.54,None,,,,,,,,,,2.54,31
1604,1,Canned Soda,1.33,Diet Coke,,,,,,,,,,1.33,9
1605,1,Steak Burrito,10.46,Fresh Tomato Salsa Mild, TomatilloRed Chili Salsa Hot, Pinto Beans, Rice, Cheese, Sour Cream, Lettuce,,,,10.46,39
1605,1,Chicken Bowl,10.13,TomatilloGreen Chili Salsa Medium, Rice, Cheese, Sour Cream, Lettuce,,,,,,10.13,17
1606,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,,10.13,17
1606,1,Chicken Salad Bowl,11.17,Fresh Tomato Salsa,,,,,,,,,,11.17,21
1607,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Rice, Black Beans, Sour Cream, Cheese, Guacamole,,,,,10.13,17
1607,1,Steak Crispy Tacos,10.21,Roasted Chili Corn Salsa, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole,,,,,10.21,40
1608,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1608,2,Canned Soft Drink,2.94,Diet Coke,,,,,,,,,,2.94,10
1608,1,Chicken Soft Tacos,9.66,Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,,9.66,22
1609,1,Veggie Burrito,9.84,Fresh Tomato Salsa Mild, Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Fajita Veggies, Lettuce,,,,9.84,45
1609,1,Nantucket Nectar,3.64,Pineapple Orange Banana,,,,,,,,,,3.64,35
1610,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa, Rice, Black Beans, Sour Cream, Cheese, Lettuce,,,,,10.1,18
1610,1,Steak Bowl,10.73,Roasted Chili Corn Salsa, Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce,,,,10.73,38
1610,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1610,1,Canned Soft Drink,1.47,Lemonade,,,,,,,,,,1.47,10
1611,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,10.13,17
1611,1,Chips,2.35,None,,,,,,,,,,2.35,23
1611,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1611,2,Canned Soft Drink,2.94,Coke,,,,,,,,,,2.94,10
1612,1,Steak Bowl,10.73,Fresh Tomato Salsa Mild, Black Beans, Rice, Cheese, Lettuce,,,,,,10.73,38
1612,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1613,1,Chicken Soft Tacos,9.66,Tomatillo Red Chili Salsa, Cheese,,,,,,,,,9.66,22
1613,1,Chips,2.35,None,,,,,,,,,,2.35,23
1613,1,Steak Bowl,10.73,Tomatillo Red Chili Salsa, Rice, Fajita Vegetables, Cheese, Lettuce, Guacamole,,,,,10.73,38
1614,1,Steak Burrito,10.46,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce,,,,10.46,39
1614,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
1615,1,Chicken Salad Bowl,11.17,Fresh Tomato Salsa, Fajita Vegetables, Cheese, Sour Cream,,,,,,,11.17,21
1615,1,Steak Salad Bowl,11.85,Fresh Tomato Salsa, Fajita Vegetables, Cheese, Sour Cream,,,,,,,11.85,42
1615,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,10.1,18
1615,1,Steak Soft Tacos,9.75,Tomatillo Red Chili Salsa, Fajita Vegetables, Black Beans, Cheese, Sour Cream, Lettuce,,,,,9.75,43
1616,1,Barbacoa Burrito,9.85,Tomatillo Red Chili Salsa, Rice, Cheese,,,,,,,,9.85,2
1616,1,Chips and Tomatillo Red Chili Salsa,3.08,None,,,,,,,,,,3.08,30
1617,1,Carnitas Burrito,10.13,Roasted Chili Corn Salsa, Rice, Black Beans, Sour Cream, Cheese,,,,,,10.13,12
1617,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1618,1,Canned Soft Drink,1.47,Diet Coke,,,,,,,,,,1.47,10
1618,1,Carnitas Bowl,10.83,Tomatillo Green Chili Salsa, Fajita Vegetables, Pinto Beans, Sour Cream, Cheese, Lettuce,,,,,10.83,11
1618,1,Chicken Bowl,10.13,Tomatillo Green Chili Salsa, Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce,,,,10.13,17
1619,1,Barbacoa Bowl,10.22,Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Guacamole,,,,,10.22,1
1619,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1620,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Lettuce,,,,,,10.13,17
1620,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1621,1,Steak Bowl,10.73,Roasted Chili Corn Salsa Medium, Rice, Black Beans, Fajita Veggies,,,,,,,10.73,38
1621,1,Canned Soda,1.33,Sprite,,,,,,,,,,1.33,9
1622,1,Steak Soft Tacos,9.75,Fresh Tomato Salsa, Cheese, Lettuce,,,,,,,,9.75,43
1622,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1623,1,Steak Bowl,10.73,Fresh Tomato Salsa Mild, Sour Cream, Lettuce, Cheese, Black Beans, Rice,,,,,10.73,38
1623,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
1624,1,Barbacoa Bowl,10.22,Rice, Cheese,,,,,,,,,10.22,1
1624,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
1625,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Rice, Black Beans, Guacamole, Lettuce,,,,,,10.13,17
1625,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1626,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce,,,,10.13,17
1626,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,10.1,18
1626,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1627,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.13,17
1627,1,Chicken Salad Bowl,11.17,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,,11.17,21
1627,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1627,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1628,1,Chicken Burrito,10.1,Lettuce, Rice, Fajita Veggies,,,,,,,,10.1,18
1628,1,Steak Burrito,10.46,Lettuce, Fajita Veggies, Rice,,,,,,,,10.46,39
1629,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1629,1,Side of Chips,1.84,None,,,,,,,,,,1.84,37
1629,1,Chicken Bowl,10.13,Fresh Tomato Salsa Mild, Black Beans, Rice, Cheese,,,,,,,10.13,17
1630,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce,,,,,10.1,18
1630,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1630,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
1631,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa Medium, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream,,,,,10.13,17
1631,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1632,1,Chicken Bowl,10.13,Fresh Tomato Salsa Mild, Black Beans, Rice, Sour Cream, Guacamole,,,,,,10.13,17
1632,1,Nantucket Nectar,3.64,Peach Orange,,,,,,,,,,3.64,35
1633,1,Chicken Salad Bowl,11.17,Fresh Tomato Salsa, Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,11.17,21
1633,1,Veggie Bowl,10.21,Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.21,44
1633,1,Chips,2.35,None,,,,,,,,,,2.35,23
1634,2,Steak Bowl,21.45,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce,,,,,21.45,38
1635,1,Veggie Burrito,9.84,Fresh Tomato Salsa Mild, Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Fajita Veggies, Lettuce,,,,9.84,45
1635,1,Veggie Salad,8.49,Fresh Tomato Salsa Mild, Roasted Chili Corn Salsa Medium, TomatilloRed Chili Salsa Hot, Black Beans, Rice, Fajita Veggies, Lettuce,,,,8.49,47
1636,1,Chicken Salad Bowl,11.17,Fresh Tomato Salsa, Rice, Guacamole,,,,,,,,11.17,21
1636,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1637,1,Chicken Bowl,10.13,Fresh Tomato Salsa Mild, Roasted Chili Corn Salsa Medium, Black Beans, Rice, Cheese, Sour Cream, Lettuce,,,,10.13,17
1637,1,Chips and TomatilloRed Chili Salsa,3.05,None,,,,,,,,,,3.05,32
1638,1,Steak Burrito,10.46,TomatilloRed Chili Salsa Hot, Black Beans, Rice, Cheese, Lettuce,,,,,,10.46,39
1638,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1639,1,Steak Burrito,10.46,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole,,,,,10.46,39
1639,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1640,2,Chicken Burrito,20.2,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream,,,,,,20.2,18
1641,1,Steak Burrito,10.46,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,,10.46,39
1641,1,Carnitas Soft Tacos,9.4,Fresh Tomato Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce,,,,9.4,16
1642,1,Chicken Bowl,10.13,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce,,,,,10.13,17
1642,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1642,3,Canned Soft Drink,4.42,Diet Coke,,,,,,,,,,4.42,10
1643,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Cheese, Sour Cream,,,,,,,10.13,17
1643,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1643,1,Steak Burrito,10.46,Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,10.46,39
1643,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1644,1,Canned Soft Drink,1.47,Lemonade,,,,,,,,,,1.47,10
1644,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1644,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Cheese, Lettuce,,,,,,,10.13,17
1645,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
1645,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1645,1,Steak Burrito,10.46,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream,,,,,,10.46,39
1646,1,Veggie Salad Bowl,10.14,Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce,,,,10.14,48
1646,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Sour Cream, Guacamole, Lettuce,,,,,10.13,17
1648,1,Steak Burrito,10.46,Tomatillo Red Chili Salsa, Rice, Pinto Beans, Cheese, Lettuce,,,,,,10.46,39
1648,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Sour Cream, Cheese, Guacamole,,,,,,10.1,18
1648,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1648,1,Chicken Crispy Tacos,10.05,Fresh Tomato Salsa, Rice, Fajita Vegetables, Cheese,,,,,,,10.05,19
1649,1,Steak Burrito,10.46,Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce,,,,,10.46,39
1649,1,Chicken Soft Tacos,9.66,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce,,,,,9.66,22
1650,1,Chicken Soft Tacos,9.66,Fresh Tomato Salsa, Fajita Vegetables, Cheese, Sour Cream,,,,,,,9.66,22
1650,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1651,1,Chicken Bowl,10.13,Tomatillo Red Chili Salsa, Rice, Cheese, Lettuce,,,,,,,10.13,17
1651,1,Canned Soft Drink,1.47,Lemonade,,,,,,,,,,1.47,10
1651,1,Chips,2.35,None,,,,,,,,,,2.35,23
1652,1,Chicken Bowl,10.13,Tomatillo Green Chili Salsa, Rice, Pinto Beans, Sour Cream, Lettuce,,,,,,10.13,17
1652,1,Chicken Burrito,10.1,Tomatillo Red Chili Salsa, Rice, Cheese, Lettuce,,,,,,,10.1,18
1652,2,Chips,4.7,None,,,,,,,,,,4.7,23
1653,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Lettuce,,,,,,,10.13,17
1653,1,Canned Soft Drink,1.47,Sprite,,,,,,,,,,1.47,10
1653,1,Chips and Tomatillo Green Chili Salsa,3.09,None,,,,,,,,,,3.09,29
1654,1,Steak Soft Tacos,9.75,Fresh Tomato Salsa,,,,,,,,,,9.75,43
1654,1,Chips and Tomatillo Red Chili Salsa,3.08,None,,,,,,,,,,3.08,30
1655,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1655,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.13,17
1655,1,Veggie Burrito,9.84,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,9.84,45
1655,1,Barbacoa Bowl,10.22,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,,10.22,1
1655,1,Carnitas Soft Tacos,9.4,Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce,,,,,9.4,16
1655,3,Bottled Water,5.51,None,,,,,,,,,,5.51,6
1656,1,Steak Burrito,10.46,Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole,,,,,10.46,39
1656,1,Canned Soft Drink,1.47,Lemonade,,,,,,,,,,1.47,10
1657,1,Barbacoa Bowl,10.22,Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce,,10.22,1
1657,1,Carnitas Burrito,10.13,Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Black Beans, Guacamole, Lettuce,,,,,10.13,12
1657,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
1657,1,Canned Soft Drink,1.47,Nestea,,,,,,,,,,1.47,10
1658,1,Steak Bowl,10.73,Roasted Chili Corn Salsa, Rice, Pinto Beans,,,,,,,,10.73,38
1658,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1659,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.1,18
1659,1,Carnitas Soft Tacos,9.4,Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole,,,,,9.4,16
1660,2,Chicken Burrito,20.2,Fresh Tomato Salsa, Rice,,,,,,,,,20.2,18
1660,1,Chips,2.35,None,,,,,,,,,,2.35,23
1660,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
1660,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce,,,,10.13,17
1660,10,Bottled Water,18.36,None,,,,,,,,,,18.36,6
1660,1,Veggie Bowl,10.21,Fresh Tomato Salsa, Fajita Vegetables, Rice, Guacamole,,,,,,,10.21,44
1660,1,Chips and Tomatillo Red Chili Salsa,3.08,None,,,,,,,,,,3.08,30
1661,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Guacamole, Sour Cream, Cheese, Rice, Fajita Vegetables,,,,,10.13,17
1661,1,Chips,2.35,None,,,,,,,,,,2.35,23
1662,1,Canned Soft Drink,1.47,Sprite,,,,,,,,,,1.47,10
1662,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1662,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa, Fajita Vegetables, Pinto Beans, Sour Cream, Cheese,,,,,,10.1,18
1662,1,Chicken Soft Tacos,9.66,Fresh Tomato Salsa, Sour Cream, Cheese, Guacamole,,,,,,,9.66,22
1662,1,Chips and Fresh Tomato Salsa,3.29,None,,,,,,,,,,3.29,24
1663,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,10.1,18
1663,1,Canned Soft Drink,1.47,Sprite,,,,,,,,,,1.47,10
1664,1,Chips,2.35,None,,,,,,,,,,2.35,23
1664,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.13,17
1664,1,Carnitas Bowl,10.83,Roasted Chili Corn Salsa, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce,,,,10.83,11
1664,1,6 Pack Soft Drink,6.61,Diet Coke,,,,,,,,,,6.61,0
1665,1,Canned Soft Drink,1.47,Diet Coke,,,,,,,,,,1.47,10
1665,1,Chicken Burrito,10.1,Roasted Chili Corn Salsa, Rice, Black Beans, Cheese,,,,,,,10.1,18
1665,1,Chips,2.35,None,,,,,,,,,,2.35,23
1666,1,Chicken Bowl,10.13,Tomatillo Red Chili Salsa, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce,,,,10.13,17
1666,1,6 Pack Soft Drink,6.61,Coke,,,,,,,,,,6.61,0
1667,1,Chicken Burrito,10.1,Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole,,,,,10.1,18
1667,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1668,1,Veggie Bowl,10.21,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,,10.21,44
1668,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1669,1,Chicken Burrito,10.1,Fresh Tomato Salsa, Rice,,,,,,,,,10.1,18
1669,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1670,1,Steak Soft Tacos,9.75,Roasted Chili Corn Salsa, Rice, Cheese, Sour Cream, Lettuce,,,,,,9.75,43
1670,1,Barbacoa Soft Tacos,10.02,Tomatillo Red Chili Salsa, Rice, Cheese, Sour Cream, Lettuce,,,,,,10.02,5
1670,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
1670,1,Canned Soft Drink,1.47,Sprite,,,,,,,,,,1.47,10
1671,1,Chicken Bowl,10.13,Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce,,,,,10.13,17
1671,3,Bottled Water,5.51,None,,,,,,,,,,5.51,6
1672,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Guacamole,,,,,,10.13,17
1672,1,Canned Soft Drink,1.47,Coke,,,,,,,,,,1.47,10
1673,1,Bottled Water,1.84,None,,,,,,,,,,1.84,6
1673,1,Steak Bowl,10.73,Fresh Tomato Salsa, Rice, Black Beans, Cheese, Lettuce,,,,,,10.73,38
1673,1,Chips,2.35,None,,,,,,,,,,2.35,23
1673,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Lettuce, Guacamole,,,,,,10.13,17
1673,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1674,1,Chicken Bowl,10.13,Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce,,,,10.13,17
1674,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
1675,1,Chicken Bowl,10.13,Fresh Tomato Salsa, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream,,,,,10.13,17
1675,1,Chips and Guacamole,4.6,None,,,,,,,,,,4.6,25
